Protein,Mean OM Protein Peak Area,Mean SC Protein Peak Area,log2(Fold Change),P Value,Adjusted P Value
sp|Q96NT1|NP1L5_HUMAN,33597453.09100195,38831466.31177761,0.22642451695582153,0.016727693378925323,0.04835915694304977
sp|Q14789|GOGB1_HUMAN,13437852.552442556,15944801.105515976,0.22545335027388883,0.016727693378925323,0.04835915694304977
sp|Q8ND56|LS14A_HUMAN,1557027.3315000783,1080062.4867897283,-0.41003831666395774,0.016727693378925323,0.04835915694304977
sp|Q9H3Z7|ABHGB_HUMAN,10918250.841255873,8178948.015869973,-0.7145867540213888,0.016727693378925323,0.04835915694304977
sp|O43292|GPAA1_HUMAN,790977.4506090143,509057.9374085195,-0.6739969277173893,0.017886914312839508,0.05127795805693955
sp|Q4G0P3|HYDIN_HUMAN,4845643.954180813,3203967.0631767414,-0.5483093922174684,0.017886914312839508,0.05127795805693955
sp|Q86TE4|LUZP2_HUMAN,1946254.3547335775,1505617.0082105699,-0.6490105539718359,0.017886914312839508,0.05127795805693955
sp|Q13283|G3BP1_HUMAN,26907359.676537972,23108778.053420126,-0.2446158594755676,0.017886914312839508,0.05127795805693955
sp|O15455|TLR3_HUMAN,1236537.8056907097,1745788.614149635,0.42816392851787477,0.017886914312839508,0.05127795805693955
sp|O43715|TRIA1_HUMAN,706983.826030272,949187.3720851386,0.6708711163601571,0.017886914312839508,0.05127795805693955
sp|Q00169|PIPNA_HUMAN,14484946.40371835,11039070.890403945,-0.4832674719330858,0.017886914312839508,0.05127795805693955
sp|Q92526|TCPW_HUMAN,17865374.763206284,14303394.023520505,-0.41388722728542493,0.017886914312839508,0.05127795805693955
sp|Q9P2R3|ANFY1_HUMAN,2573472.5542755616,4395490.918992397,0.43678531322495395,0.017886914312839508,0.05127795805693955
sp|O14776|TCRG1_HUMAN,1321006.9642943295,1002323.1923812166,-0.5874945332054965,0.017886914312839508,0.05127795805693955
sp|P18669|PGAM1_HUMAN,1717002547.7331903,2006486599.8414419,0.17416130436393257,0.017886914312839508,0.05127795805693955
sp|Q92692|NECT2_HUMAN,12635367.199227635,15922369.958743313,0.3771682311834747,0.017886914312839508,0.05127795805693955
sp|P49006|MRP_HUMAN,4438573.4146458525,2819992.434804276,-0.6855198000643286,0.017886914312839508,0.05127795805693955
sp|Q9P121|NTRI_HUMAN,2445183.4863861273,3220757.766793903,0.4002177414341824,0.017886914312839508,0.05127795805693955
sp|Q0VD83|APOBR_HUMAN,3349727.7921919627,4588795.406426242,0.449760548188832,0.019113145768642426,0.053987043286471456
sp|P35749|MYH11_HUMAN,556212126.4500364,425313459.84274775,-0.3131757908998577,0.019113145768642426,0.053987043286471456
sp|P22352|GPX3_HUMAN,432202520.0533032,619850310.3864831,0.3863721277646825,0.019113145768642426,0.053987043286471456
sp|P26196|DDX6_HUMAN,8479654.536672665,7062889.496644103,-0.3296946408726284,0.019113145768642426,0.053987043286471456
sp|P21589|5NTD_HUMAN,49670146.36652935,42164794.407765016,-0.28390578710115716,0.019113145768642426,0.053987043286471456
sp|Q9UL25|RAB21_HUMAN,28494540.30435326,34027539.42539363,0.26001619628733874,0.019113145768642426,0.053987043286471456
sp|Q9UL18|AGO1_HUMAN,33382513.411651425,27524015.11919614,-0.328694105797275,0.019113145768642426,0.053987043286471456
sp|O43772|MCAT_HUMAN,24575665.855141293,21611116.36497318,-0.19137409329301747,0.019113145768642426,0.053987043286471456
sp|Q5TEC6|H3PS2_HUMAN,105700106.15985206,73847277.93330804,-0.6185969613301606,0.019113145768642426,0.053987043286471456
sp|P60981|DEST_HUMAN,356007267.50778466,262430201.4574399,-0.38725465653490343,0.019113145768642426,0.053987043286471456
sp|P80723|BASP1_HUMAN,22446429.006900273,33786972.78359929,0.44746232117519996,0.019113145768642426,0.053987043286471456
sp|Q9NV35|NUD15_HUMAN,3800646.6489886674,5985566.923610063,0.5110756191934714,0.019113145768642426,0.053987043286471456
sp|P51911|CNN1_HUMAN,191199044.70356297,104612681.74038444,-0.5454614652551787,0.019113145768642426,0.053987043286471456
sp|Q8TBF2|PXL2B_HUMAN,3517681.524323529,4421575.119397797,0.3911106326200389,0.019113145768642426,0.053987043286471456
sp|P25963|IKBA_HUMAN,1452867.0023241506,1770260.0877341686,-0.19559748441595332,0.019113145768642426,0.053987043286471456
sp|P09493|TPM1_HUMAN,1997963304.8229136,1435483340.4632812,-0.3358752287503715,0.019113145768642426,0.053987043286471456
sp|Q96LD4|TRI47_HUMAN,12476997.429696858,17008540.865052145,0.403769994576536,0.019113145768642426,0.053987043286471456
sp|P41439|FOLR3_HUMAN,2567696.4201005246,11134202.027481142,0.7069793509004573,0.019113145768642426,0.053987043286471456
sp|P07585|PGS2_HUMAN,274205554.2984005,424916006.31321144,0.48934868346781446,0.019113145768642426,0.053987043286471456
sp|P02766|TTHY_HUMAN,894793257.479303,1241526341.0847735,0.40336746647507865,0.019113145768642426,0.053987043286471456
sp|O14639|ABLM1_HUMAN,88638835.78727843,101598411.0232228,0.1694768504800177,0.019113145768642426,0.053987043286471456
sp|P62314|SMD1_HUMAN,26796798.159707125,19949098.09072913,-0.5150603968955252,0.019113145768642426,0.053987043286471456
sp|P45954|ACDSB_HUMAN,79608205.22007458,93380247.90068866,0.24250715774336484,0.019113145768642426,0.053987043286471456
sp|Q9NZ09|UBAP1_HUMAN,1191025.8424201508,1485469.2657936185,0.27266248671229637,0.019113145768642426,0.053987043286471456
sp|O14558|HSPB6_HUMAN,1682370409.6276765,2077250604.9971414,0.36299751071241076,0.019113145768642426,0.053987043286471456
sp|Q9BZF9|UACA_HUMAN,19370874.20067308,15296223.32589982,-0.2619679389431892,0.020409412682056427,0.05661547483305711
sp|O43155|FLRT2_HUMAN,5429464.297000641,6628847.628925942,0.307380850090775,0.020409412682056427,0.05661547483305711
sp|P34096|RNAS4_HUMAN,15024924.830077091,17958236.43541614,0.21671957540117895,0.020409412682056427,0.05661547483305711
sp|Q86YS6|RAB43_HUMAN,53355190.57793007,66417168.26416484,0.33674861646088244,0.020409412682056427,0.05661547483305711
sp|Q9Y696|CLIC4_HUMAN,60060883.21917372,45755950.130503304,-0.5265474847815179,0.020409412682056427,0.05661547483305711
sp|Q9HC77|CENPJ_HUMAN,5835610.618714561,7978809.776420879,0.45281554185132133,0.020409412682056427,0.05661547483305711
sp|Q7Z6K5|ARPIN_HUMAN,38732625.45886802,34595025.8046361,-0.19030046242566062,0.020409412682056427,0.05661547483305711
sp|Q9BY49|PECR_HUMAN,2913360.144544919,3550716.509972484,0.3199097112995001,0.020409412682056427,0.05661547483305711
sp|O00182|LEG9_HUMAN,6746613.312229918,4388380.262483894,-0.619446142894125,0.020409412682056427,0.05661547483305711
sp|Q86WI1|PKHL1_HUMAN,212808.35777377733,4033411.163980344,-1.8514348520632729,0.020409412682056427,0.05661547483305711
sp|Q8TDP1|RNH2C_HUMAN,5528725.201803629,4429869.796883593,-0.2578725300928117,0.020409412682056427,0.05661547483305711
sp|Q9P258|RCC2_HUMAN,4197629.093633642,3693663.6784983273,-0.25927056352576044,0.020409412682056427,0.05661547483305711
sp|Q13045|FLII_HUMAN,8071754.076930603,6175053.082462279,-0.43598127935222497,0.020409412682056427,0.05661547483305711
sp|Q9UPT5|EXOC7_HUMAN,798711.4032384615,1420748.8157079667,0.5684719353015463,0.020409412682056427,0.05661547483305711
sp|Q13084|RM28_HUMAN,4123479.517140336,3279561.2569027776,-0.464068271809054,0.020409412682056427,0.05661547483305711
sp|O14744|ANM5_HUMAN,148020905.0841749,114945416.03710939,-0.543826106276511,0.020409412682056427,0.05661547483305711
sp|Q9BQE5|APOL2_HUMAN,2378881.390270783,2946835.9126707935,0.32078420669719965,0.020409412682056427,0.05661547483305711
sp|Q8NCC3|PAG15_HUMAN,28371503.336438585,38192979.30065258,0.3292119268282966,0.020409412682056427,0.05661547483305711
sp|P52815|RM12_HUMAN,14427959.896869263,18374085.815331005,0.3378737293128861,0.020409412682056427,0.05661547483305711
sp|P05455|LA_HUMAN,169081136.4199627,142024414.54454395,-0.3366884695434283,0.020409412682056427,0.05661547483305711
sp|Q5SRE7|PHYD1_HUMAN,17968211.53016559,15610005.06461954,-0.1987176559752642,0.020409412682056427,0.05661547483305711
sp|Q8WXU2|DAAF4_HUMAN,1674815.4167702345,1252616.3089378402,-0.46007369676034643,0.020409412682056427,0.05661547483305711
sp|O43504|LTOR5_HUMAN,3197014.169080487,4853627.211809131,0.5025972503768787,0.020409412682056427,0.05661547483305711
sp|Q2LD37|K1109_HUMAN,675134.0051919896,1039781.1733824445,0.5616220470197354,0.020409412682056427,0.05661547483305711
sp|P49321|NASP_HUMAN,19843265.657874476,16887735.305511557,-0.26237811565733943,0.020409412682056427,0.05661547483305711
sp|Q16181|SEPT7_HUMAN,184633813.74187502,134335391.50332636,-0.4889289345072752,0.020409412682056427,0.05661547483305711
sp|Q9Y4P8|WIPI2_HUMAN,74056528.19460641,104349095.62568429,0.7528297049688784,0.020409412682056427,0.05661547483305711
sp|Q9HCE5|MET14_HUMAN,1685321.153983527,2540999.6856096718,0.6360760732651858,0.020409412682056427,0.05661547483305711
sp|Q15813|TBCE_HUMAN,798578.9216780685,467963.6324795676,-0.6974502450822648,0.020409412682056427,0.05661547483305711
sp|O00743|PPP6_HUMAN,19002273.22514377,21856414.00572444,0.20064812093979248,0.020409412682056427,0.05661547483305711
sp|Q92599|SEPT8_HUMAN,198042891.52914733,155521629.28159901,-0.35728293558631796,0.020409412682056427,0.05661547483305711
sp|Q96GC5|RM48_HUMAN,323572.7767945383,213668.2651249075,-1.1935789248076747,0.021778732538223267,0.05941792919325381
sp|Q0ZGT2|NEXN_HUMAN,33144061.87171162,41233308.76201785,0.2634735138350396,0.021778732538223267,0.05941792919325381
sp|Q8NCN5|PDPR_HUMAN,77243524.89833684,66575066.34178314,-0.24147260739099646,0.021778732538223267,0.05941792919325381
sp|P98155|VLDLR_HUMAN,5561107.421579748,7258925.437029409,0.34807506617206785,0.021778732538223267,0.05941792919325381
sp|P07451|CAH3_HUMAN,836345248.2865683,470653666.3743544,-0.630318471960157,0.021778732538223267,0.05941792919325381
sp|Q92686|NEUG_HUMAN,694042.3956201574,677580.7027048391,-0.8736063894996321,0.021778732538223267,0.05941792919325381
sp|P50579|MAP2_HUMAN,10398964.11433278,8686203.891751874,-0.23873205452863952,0.021778732538223267,0.05941792919325381
sp|Q6P6C2|ALKB5_HUMAN,507596.6818518377,394394.3408046699,-0.3642933604174319,0.021778732538223267,0.05941792919325381
sp|Q96FW1|OTUB1_HUMAN,15485599.67530256,11121988.989813779,-0.5700893028244144,0.021778732538223267,0.05941792919325381
sp|P78406|RAE1L_HUMAN,7875084.562687649,6531586.725456694,-0.36549155163968194,0.021778732538223267,0.05941792919325381
sp|Q6SPF0|SAMD1_HUMAN,1557064.7722312417,932557.1854142777,-0.8402131199278428,0.021778732538223267,0.05941792919325381
sp|Q5BKZ1|ZN326_HUMAN,1398774.6478155123,933118.1955035608,-0.6586187355906141,0.021778732538223267,0.05941792919325381
sp|Q9HD40|SPCS_HUMAN,2318439.6756567187,1668905.5273767062,-0.5292805964755608,0.021778732538223267,0.05941792919325381
sp|Q96BW5|PTER_HUMAN,103562767.55002846,142897551.89797908,0.24127436276314299,0.021778732538223267,0.05941792919325381
sp|Q14254|FLOT2_HUMAN,183933238.64729485,222340103.40274826,0.2613233940469642,0.021778732538223267,0.05941792919325381
sp|Q14166|TTL12_HUMAN,31836203.317507554,24457579.52130836,-0.49676357435854673,0.021778732538223267,0.05941792919325381
sp|Q8IYB5|SMAP1_HUMAN,3698610.7287805527,5170031.50879702,0.2393186593466931,0.021778732538223267,0.05941792919325381
sp|P62633|CNBP_HUMAN,10749079.243534671,14630099.407867244,0.25495774771618546,0.021778732538223267,0.05941792919325381
sp|O00748|EST2_HUMAN,11289963.675286403,16605117.101665031,0.4172925499187035,0.021778732538223267,0.05941792919325381
sp|Q05209|PTN12_HUMAN,6507547.622493205,7832909.908312012,0.22457069521635756,0.021778732538223267,0.05941792919325381
sp|Q03426|KIME_HUMAN,4962682.344597985,5818847.850145094,0.18434009984308578,0.021778732538223267,0.05941792919325381
sp|Q6NYC1|JMJD6_HUMAN,850883.7844622696,1438479.6322874788,0.7247945716624142,0.021778732538223267,0.05941792919325381
sp|P62714|PP2AB_HUMAN,138632710.46158168,161971749.4311876,0.17593520299276819,0.021778732538223267,0.05941792919325381
sp|Q99816|TS101_HUMAN,2492776.3496750197,3167805.758143303,0.2214841234601004,0.021778732538223267,0.05941792919325381
sp|Q96E39|RMXL1_HUMAN,55575380.46663839,46697958.04017709,-0.2823146870349219,0.021778732538223267,0.05941792919325381
sp|P61952|GBG11_HUMAN,3719871.684951879,4391066.899048333,0.2772142265954464,0.021778732538223267,0.05941792919325381
sp|P04406|G3P_HUMAN,3790219231.7541685,6272552449.952113,0.6138875968016678,0.021778732538223267,0.05941792919325381
sp|P50395|GDIB_HUMAN,387769077.0829483,302294921.6765685,-0.5842949907896859,0.021778732538223267,0.05941792919325381
sp|Q99417|MYCBP_HUMAN,4241313.04364443,5427212.440703222,0.40727233938865354,0.021778732538223267,0.05941792919325381
sp|P55001|MFAP2_HUMAN,36991880.0673714,30234735.53715187,-0.44356637407307886,0.02322421222925186,0.06233388953477611
sp|Q9Y3I1|FBX7_HUMAN,3162239.7561142268,3888812.87747305,0.2862820858240894,0.02322421222925186,0.06233388953477611
sp|Q8TBC4|UBA3_HUMAN,26989073.63705903,22718259.995298255,-0.3378384984127389,0.02322421222925186,0.06233388953477611
sp|P27708|PYR1_HUMAN,19279333.974825986,14765395.337978007,-0.3629715211239254,0.02322421222925186,0.06233388953477611
sp|O15145|ARPC3_HUMAN,78772624.7317824,64860294.97887438,-0.35654598743302507,0.02322421222925186,0.06233388953477611
sp|P30047|GFRP_HUMAN,21162339.889449064,21840225.6168951,0.20160869513418195,0.02322421222925186,0.06233388953477611
sp|Q9UN86|G3BP2_HUMAN,9286259.329836147,8016974.909062186,-0.21320209336713233,0.02322421222925186,0.06233388953477611
sp|Q9NVS2|RT18A_HUMAN,5572254.611844955,4345936.08224451,-0.4099828676411965,0.02322421222925186,0.06233388953477611
sp|Q13637|RAB32_HUMAN,3860527.646820689,7071027.102473756,0.708573106829164,0.02322421222925186,0.06233388953477611
sp|Q9HCB6|SPON1_HUMAN,45951411.079569004,40852560.9857961,-0.2911097214978966,0.02322421222925186,0.06233388953477611
sp|P46020|KPB1_HUMAN,4734859.00900524,6191852.455626139,0.2921752355674999,0.02322421222925186,0.06233388953477611
sp|P61966|AP1S1_HUMAN,3069677.9357409202,2518675.0998168564,-0.3587306453546854,0.02322421222925186,0.06233388953477611
sp|Q14764|MVP_HUMAN,158981299.28254217,127825040.51032767,-0.3467467119035855,0.02322421222925186,0.06233388953477611
sp|P62875|RPAB5_HUMAN,10244084.276821962,7183651.405233304,-0.7779842193805074,0.02322421222925186,0.06233388953477611
sp|Q63HM2|PCX4_HUMAN,2563388.905389912,3382341.705421516,0.08879704226055019,0.02322421222925186,0.06233388953477611
sp|P28676|GRAN_HUMAN,7271921.765898852,16841746.597755067,0.5570965714979391,0.02322421222925186,0.06233388953477611
sp|P00915|CAH1_HUMAN / sp|CAH1_HUMAN|P00915,12163650908.280432,19390801205.897804,0.5438928283047418,0.02322421222925186,0.06233388953477611
sp|Q6IA86|ELP2_HUMAN,10522725.776494784,12076859.17397601,0.1751920400804927,0.02322421222925186,0.06233388953477611
sp|P04233|HG2A_HUMAN,2938735.729349258,4226950.149456511,0.40629097596320335,0.02322421222925186,0.06233388953477611
sp|Q15477|SKIV2_HUMAN,439378.60605860176,580967.6265166077,0.3047735299961678,0.02322421222925186,0.06233388953477611
sp|Q13188|STK3_HUMAN,4112692.079736671,5725706.770138736,0.4683888793759463,0.02322421222925186,0.06233388953477611
sp|Q96MW1|CCD43_HUMAN,657010.7655397665,1072498.7643520208,0.5268013169811715,0.02322421222925186,0.06233388953477611
sp|O95816|BAG2_HUMAN,3164228.3579018167,2736563.7899841117,-0.2324272392482107,0.02322421222925186,0.06233388953477611
sp|Q12874|SF3A3_HUMAN,3275176.1754259546,2688543.6023817034,-0.32712363273938944,0.02322421222925186,0.06233388953477611
sp|Q12846|STX4_HUMAN,9781111.768684238,11440388.029795554,0.1836243951296607,0.02322421222925186,0.06233388953477611
sp|P01911|DRB1_HUMAN,23610473.321414433,30629104.86538009,0.2639333370717427,0.02322421222925186,0.06233388953477611
sp|P79483|DRB3_HUMAN,7455091.016006743,10082059.948952055,0.3591307875391144,0.02322421222925186,0.06233388953477611
sp|P08236|BGLR_HUMAN,68967486.04293174,93987130.31394264,0.3306642823573682,0.02322421222925186,0.06233388953477611
sp|P06276|CHLE_HUMAN,29571292.30269282,24165245.664442517,-0.42041751516110015,0.02322421222925186,0.06233388953477611
sp|Q9GZZ9|UBA5_HUMAN,2583000.0232572444,3731699.281207728,0.42846825917268916,0.024749115109443665,0.06511568169419965
sp|Q9NZT1|CALL5_HUMAN,9658969.142223608,14092496.66234139,0.5429968155672998,0.024749115109443665,0.06511568169419965
sp|Q6UXP7|F151B_HUMAN,3546654.824153302,7740733.402123913,1.3450828025998958,0.024749115109443665,0.06511568169419965
sp|Q8WU39|MZB1_HUMAN,30057347.577506185,6858123.833883907,-0.847869118637704,0.024749115109443665,0.06511568169419965
sp|Q9P2N2|RHG28_HUMAN,3166907.491086021,2689493.2188546103,-0.3598895387483391,0.024749115109443665,0.06511568169419965
sp|Q15661|TRYB1_HUMAN / sp|P20231|TRYB2_HUMAN,421032524.07880926,697654687.9117558,0.7446146111691078,0.024749115109443665,0.06511568169419965
sp|Q8IV08|PLD3_HUMAN,49536193.53002941,73335781.08544801,0.328615595453521,0.024749115109443665,0.06511568169419965
sp|Q9Y3E1|HDGR3_HUMAN,31597588.590942763,24205765.66786014,-0.4869282364635178,0.024749115109443665,0.06511568169419965
sp|Q9NWV4|CZIB_HUMAN,127908319.30495243,168203352.03490308,0.33168038709219305,0.024749115109443665,0.06511568169419965
sp|P07360|CO8G_HUMAN,52111008.44954125,41604589.71344871,-0.5599227963741393,0.024749115109443665,0.06511568169419965
sp|P17050|NAGAB_HUMAN,27733476.229200948,39422439.23364752,0.4054185662983179,0.024749115109443665,0.06511568169419965
sp|P16104|H2AX_HUMAN / sp|Q96QV6|H2A1A_HUMAN,157394035.51301223,94603917.19066472,-0.7315400405741392,0.024749115109443665,0.06511568169419965
sp|P15259|PGAM2_HUMAN,841936211.1667436,968167640.2401899,0.1901323286923105,0.024749115109443665,0.06511568169419965
sp|Q8N573|OXR1_HUMAN,10341801.915595086,11908590.922327861,0.1608428886319006,0.024749115109443665,0.06511568169419965
sp|P32320|CDD_HUMAN,10437325.49621133,19792607.378778107,0.44631178778255315,0.024749115109443665,0.06511568169419965
sp|P13473|LAMP2_HUMAN,9480963.239879066,12241699.904789472,0.3358743030936067,0.024749115109443665,0.06511568169419965
sp|Q9HB90|RRAGC_HUMAN,13255537.62042274,10999222.109521838,-0.3302167706278038,0.024749115109443665,0.06511568169419965
sp|Q9Y5B9|SP16H_HUMAN,406619.6023164707,324455.6823090478,-1.1410279858881036,0.024749115109443665,0.06511568169419965
sp|Q8N2G6|ZCH24_HUMAN,180648.44366683572,128321.75251459113,-0.7962506663545817,0.024749115109443665,0.06511568169419965
sp|Q96S66|CLCC1_HUMAN,14928024.034845486,17265457.590097073,0.18115964059801062,0.024749115109443665,0.06511568169419965
sp|Q96R05|RET7_HUMAN,7301435.6075053485,10652051.10666399,0.361782130944768,0.024749115109443665,0.06511568169419965
sp|Q9NW38|FANCL_HUMAN,5381781.4207701655,7469608.742167471,0.4524883228643392,0.024749115109443665,0.06511568169419965
sp|P24855|DNAS1_HUMAN,18200167.53425709,28492229.972775675,0.6488536929342071,0.024749115109443665,0.06511568169419965
sp|Q16099|GRIK4_HUMAN,1540795.5324307806,2133228.529116992,0.3955038729885717,0.024749115109443665,0.06511568169419965
sp|P10909|CLUS_HUMAN,251675115.83876446,365241995.83035713,0.41034589330683563,0.024749115109443665,0.06511568169419965
sp|P62191|PRS4_HUMAN,34801839.48900293,42176915.080266654,0.2305259809862644,0.024749115109443665,0.06511568169419965
sp|P61916|NPC2_HUMAN,105569639.95673095,144210075.44889572,0.34891665848308256,0.024749115109443665,0.06511568169419965
sp|O15075|DCLK1_HUMAN,8334830.533332894,12493899.244892864,0.3071229044474819,0.024749115109443665,0.06511568169419965
sp|Q16478|GRIK5_HUMAN,1540795.5324307806,2133228.529116992,0.3955038729885717,0.024749115109443665,0.06511568169419965
