Protein,Mean OM Protein Peak Area,Mean SC Protein Peak Area,log2(Fold Change),P Value,Adjusted P Value
sp|Q7Z7N9|T179B_HUMAN,739523.9033225634,1072582.710207093,0.5911200420078001,0.06281394511461258,0.13469353110144136
sp|O95571|ETHE1_HUMAN,79722515.67277145,66634315.251327656,-0.2635456021662711,0.06281394511461258,0.13469353110144136
sp|P43034|LIS1_HUMAN,173770346.58390254,207985690.02447775,0.18703472232437487,0.06281394511461258,0.13469353110144136
sp|Q9H553|ALG2_HUMAN,588528.6748508026,428140.2458976777,-0.7276942790463071,0.06281394511461258,0.13469353110144136
sp|Q9Y490|TLN1_HUMAN,304746009.11694604,389760142.8173869,0.25246602495532117,0.06281394511461258,0.13469353110144136
sp|P40926|MDHM_HUMAN,1321771249.4223197,1493113824.0825603,0.11387606387028969,0.06281394511461258,0.13469353110144136
sp|Q9BV19|CA050_HUMAN,669641.1946924502,817795.6107662666,-0.35869878502863245,0.06281394511461258,0.13469353110144136
sp|Q96L73|NSD1_HUMAN,19039242.956645742,27291917.839393944,0.1703802376359753,0.06281394511461258,0.13469353110144136
sp|P22692|IBP4_HUMAN,27623334.793424238,32790984.088993702,0.21266227727344308,0.06281394511461258,0.13469353110144136
sp|O43665|RGS10_HUMAN,14796907.836145723,19166734.805626668,0.34156555562759966,0.06281394511461258,0.13469353110144136
sp|Q13586|STIM1_HUMAN,4980803.769026366,5777033.751865496,0.21845699809965705,0.06281394511461258,0.13469353110144136
sp|Q9GZS3|WDR61_HUMAN,13432563.258636842,15463314.937467465,0.18690700714775016,0.06281394511461258,0.13469353110144136
sp|Q13615|MTMR3_HUMAN,1092578.2967639542,1553849.718230843,0.47177718352748943,0.06281394511461258,0.13469353110144136
sp|Q6IQ22|RAB12_HUMAN,61948413.05438388,67036903.37763573,0.10553247385554673,0.06281394511461258,0.13469353110144136
sp|Q05086|UBE3A_HUMAN,14863364.793370308,12236138.09703452,-0.2735289475999787,0.06281394511461258,0.13469353110144136
sp|Q8WW59|SPRY4_HUMAN,39749315.59592756,47080546.62171306,0.20175687572216777,0.06281394511461258,0.13469353110144136
sp|O14841|OPLA_HUMAN,202572876.93187037,172814302.44990563,-0.3079098610196428,0.06281394511461258,0.13469353110144136
sp|O75410|TACC1_HUMAN,19318512.550864477,21081847.03567583,0.12782195294680368,0.06281394511461258,0.13469353110144136
sp|Q9BS26|ERP44_HUMAN,130329908.17564133,111016135.91806583,-0.26997633578802877,0.06281394511461258,0.13469353110144136
sp|Q96EL3|RM53_HUMAN,16386216.427924458,20930558.27009813,0.2905325099637575,0.06281394511461258,0.13469353110144136
sp|P05161|ISG15_HUMAN,18774147.434117276,22542758.867600318,0.2760502422290359,0.06623983383178711,0.14065706307909132
sp|P21964|COMT_HUMAN,32085055.041548453,27251344.78197327,-0.31105200974247865,0.06623983383178711,0.14065706307909132
sp|Q6UXV4|MIC27_HUMAN,12431408.320173617,14991890.204251314,0.18381362688084987,0.06623983383178711,0.14065706307909132
sp|P20674|COX5A_HUMAN,20668458.49026203,25332476.46848324,0.36516063713822916,0.06623983383178711,0.14065706307909132
sp|Q9NP80|PLPL8_HUMAN,18146878.39699936,22624851.090945125,0.3187822343492433,0.06623983383178711,0.14065706307909132
sp|Q5VUB5|F1711_HUMAN,1116984.9721811542,1347511.5835039245,0.34246977852777805,0.06623983383178711,0.14065706307909132
sp|Q5VW36|FOCAD_HUMAN,1585625.6620401642,2075225.8346872588,0.2748962841763008,0.06623983383178711,0.14065706307909132
sp|Q99704|DOK1_HUMAN,1688377.3106108126,2065316.1300688658,0.2367934089518678,0.06623983383178711,0.14065706307909132
sp|Q96T51|RUFY1_HUMAN,6721397.179236563,5480562.014755487,-0.3141316123116784,0.06623983383178711,0.14065706307909132
sp|Q9P2G1|AKIB1_HUMAN,3748275.5020778845,3147623.8618090726,-0.23047502657974991,0.06623983383178711,0.14065706307909132
sp|Q8N465|D2HDH_HUMAN,8676869.888961706,10129133.507464947,0.17902985870495375,0.06623983383178711,0.14065706307909132
sp|O95633|FSTL3_HUMAN,5435505.170283914,6598157.291219309,0.3562017069219318,0.06623983383178711,0.14065706307909132
sp|Q9H3H3|CK068_HUMAN,61305427.484085836,54103564.31678365,-0.21410239488281774,0.06623983383178711,0.14065706307909132
sp|P55072|TERA_HUMAN,2158514659.2978573,1804336147.718539,-0.38985958571191087,0.06623983383178711,0.14065706307909132
sp|P82675|RT05_HUMAN,4176803.7403675644,3509140.6467349557,-0.2753650135488143,0.06623983383178711,0.14065706307909132
sp|P00390|GSHR_HUMAN,284350907.5175896,340606985.93396884,0.21606539859652912,0.06623983383178711,0.14065706307909132
sp|O95425|SVIL_HUMAN,14934009.3654621,13267111.886965618,-0.16835931953509964,0.06623983383178711,0.14065706307909132
sp|Q9P0M9|RM27_HUMAN,4121067.589169727,5572122.356323189,0.22506426660075338,0.06623983383178711,0.14065706307909132
sp|Q8N556|AFAP1_HUMAN,3524334.2102913144,3028168.479692088,-0.2826252839701538,0.06623983383178711,0.14065706307909132
sp|P62942|FKB1A_HUMAN,152106630.72758707,165806539.95754078,0.1560037300094001,0.06623983383178711,0.14065706307909132
sp|P35241|RADI_HUMAN,996660309.4400737,873994345.9127387,-0.2048249606702211,0.06623983383178711,0.14065706307909132
sp|Q8IUW5|RELL1_HUMAN,784860.2794780756,1041997.6182651926,0.4584346606372002,0.06623983383178711,0.14065706307909132
sp|Q8WYP3|RIN2_HUMAN,3419422.235908142,3095397.622405972,-1.8310322878119754,0.06981273740530014,0.14617422635603639
sp|Q99733|NP1L4_HUMAN,43003368.98370055,37321585.04079828,-0.2908091666491215,0.06981273740530014,0.14617422635603639
sp|Q9UGT4|SUSD2_HUMAN,3481361.0146242254,3077283.663276245,-0.25340269614857497,0.06981273740530014,0.14617422635603639
sp|Q99707|METH_HUMAN,16013862.670967354,19120701.363136783,0.21030729775830345,0.06981273740530014,0.14617422635603639
sp|O94916|NFAT5_HUMAN,614101.9091693638,466284.4103491698,-0.4406180030688182,0.06981273740530014,0.14617422635603639
sp|Q9NZJ9|NUDT4_HUMAN,13178350.741623666,9749984.968183419,-0.3230976522066497,0.06981273740530014,0.14617422635603639
sp|P02768|ALBU_HUMAN / sp|ALBU_HUMAN|P02768,295427662464.59564,361203362812.95074,0.32885973205476043,0.06981273740530014,0.14617422635603639
sp|Q969X1|LFG3_HUMAN,867844.8764028364,1139556.2834280466,0.2705725893735284,0.06981273740530014,0.14617422635603639
sp|Q9HCM4|E41L5_HUMAN,648448.4582618594,851342.939577662,0.23825318124368916,0.06981273740530014,0.14617422635603639
sp|P20701|ITAL_HUMAN,2152946.8045317284,2308517.8312936453,0.29867053571535745,0.06981273740530014,0.14617422635603639
sp|P17612|KAPCA_HUMAN,48235292.35061098,39625820.79759469,-0.3953657334933072,0.06981273740530014,0.14617422635603639
sp|P38159|RBMX_HUMAN,89860390.93049444,78994700.0706288,-0.23686366896136782,0.06981273740530014,0.14617422635603639
sp|Q8WZ42|TITIN_HUMAN,4424485.517988486,3460428.3276053043,-0.49924996069255745,0.06981273740530014,0.14617422635603639
sp|O00422|SAP18_HUMAN,3560831.876742867,2940635.3514882983,-0.34558559198968897,0.06981273740530014,0.14617422635603639
sp|Q93052|LPP_HUMAN,278392525.49119204,324008200.19620603,0.16981905473818568,0.06981273740530014,0.14617422635603639
sp|P47712|PA24A_HUMAN,8335200.880970731,10134098.504925895,0.26644312220660016,0.06981273740530014,0.14617422635603639
sp|A0MZ66|SHOT1_HUMAN,134050642.00213064,150635205.5799622,0.14813797548273172,0.06981273740530014,0.14617422635603639
sp|P49354|FNTA_HUMAN,22962112.106971618,28172329.283190917,0.25038700720546814,0.06981273740530014,0.14617422635603639
sp|Q9BW71|HIRP3_HUMAN,6685380.52467833,13641686.291471979,0.5838306032745069,0.06981273740530014,0.14617422635603639
sp|P49755|TMEDA_HUMAN,9444663.693845736,8291050.542798218,-0.22504377007099322,0.06981273740530014,0.14617422635603639
sp|Q8TB45|DPTOR_HUMAN,15211788.594324326,26434144.880135205,2.7706889006013458,0.06981273740530014,0.14617422635603639
sp|P50479|PDLI4_HUMAN,26453903.70105722,22212198.43451891,-0.2824908385702213,0.06981273740530014,0.14617422635603639
sp|Q96CN7|ISOC1_HUMAN,138947981.60225442,122980433.36264358,-0.19454527978563899,0.06981273740530014,0.14617422635603639
sp|Q9Y697|NFS1_HUMAN,41434731.29378917,37990569.565539196,-0.14229294511107124,0.06981273740530014,0.14617422635603639
sp|P05546|HEP2_HUMAN,286968901.0364495,231247566.63476783,-0.6839279854106178,0.06981273740530014,0.14617422635603639
sp|Q86VP6|CAND1_HUMAN,2161307.4736509076,1533652.065335002,-0.45897378816990664,0.06981273740530014,0.14617422635603639
sp|Q92839|HYAS1_HUMAN,7572958.309190394,6538160.095391834,-0.300625302991243,0.06981273740530014,0.14617422635603639
sp|P23975|SC6A2_HUMAN,4421019.815489753,2698465.515340424,-0.9733606057346357,0.06981273740530014,0.14617422635603639
sp|Q8WV99|ZFN2B_HUMAN,450437.1335775095,623927.9074005798,0.23451611752412133,0.06981273740530014,0.14617422635603639
sp|O94813|SLIT2_HUMAN,282662.1777138805,544796.1363437601,0.4835177036630964,0.06981273740530014,0.14617422635603639
sp|Q96HY6|DDRGK_HUMAN,3338054.5589610455,3993185.3222005465,0.27315062265923895,0.06981273740530014,0.14617422635603639
sp|P26992|CNTFR_HUMAN,1366609.0582234694,1587500.9240184801,0.30314626036357534,0.06981273740530014,0.14617422635603639
sp|P00740|FA9_HUMAN,13966469.678053716,19701577.489422727,0.3934123506156463,0.07353667169809341,0.15217873543732227
sp|Q9H0N0|RAB6C_HUMAN / sp|Q53S08|RAB6D_HUMAN,1873997.601719716,1546418.247507127,-0.28889057812592867,0.07353667169809341,0.15217873543732227
sp|Q6PII3|CC174_HUMAN,1827034.7436758277,2538395.2433431586,0.35209533886500693,0.07353667169809341,0.15217873543732227
sp|Q13126|MTAP_HUMAN,248349280.1165244,277595728.9506966,0.15281520215296826,0.07353667169809341,0.15217873543732227
sp|Q96SI9|STRBP_HUMAN,9137576.099561706,7461286.576063357,-0.312850094657293,0.07353667169809341,0.15217873543732227
sp|Q15155|NOMO1_HUMAN / sp|P69849|NOMO3_HUMAN / sp|Q5JPE7|NOMO2_HUMAN,20845503.57636071,18500425.464429896,-0.1764336606739251,0.07353667169809341,0.15217873543732227
sp|O60716|CTND1_HUMAN,28950271.255239874,33182570.82120287,0.15957671236734977,0.07353667169809341,0.15217873543732227
sp|P22894|MMP8_HUMAN,10227097.943065764,34073543.97725086,0.658060686671796,0.07353667169809341,0.15217873543732227
sp|P61601|NCALD_HUMAN / sp|P84074|HPCA_HUMAN / sp|P37235|HPCL1_HUMAN,1060121.5205321652,868333.3285996066,-0.48037744245213876,0.07353667169809341,0.15217873543732227
sp|Q9NSC5|HOME3_HUMAN,961020.1826855823,773095.4794783021,-0.3311956423431749,0.07353667169809341,0.15217873543732227
sp|Q9H0R4|HDHD2_HUMAN,75826013.6859529,89671495.8407912,0.20902569731272866,0.07353667169809341,0.15217873543732227
sp|P12830|CADH1_HUMAN,4488816.715712828,6609913.908650598,0.4552942884148395,0.07353667169809341,0.15217873543732227
sp|Q13228|SBP1_HUMAN,6585271435.6745405,6002117243.925078,-0.29355694990947034,0.07353667169809341,0.15217873543732227
sp|P49589|SYCC_HUMAN,62623837.75893382,56582425.77091364,-0.1805799404291321,0.07353667169809341,0.15217873543732227
sp|Q02750|MP2K1_HUMAN,8235359.760903945,12373324.605817154,0.38324679635151426,0.07353667169809341,0.15217873543732227
sp|O60879|DIAP2_HUMAN,35953.98269334734,58390.439381355725,4.4480696996830185,0.07353667169809341,0.15217873543732227
sp|O14907|TX1B3_HUMAN,6439226.39843043,8885676.779623741,0.34681041545935765,0.07353667169809341,0.15217873543732227
sp|Q9Y6N7|ROBO1_HUMAN / sp|Q9HCK4|ROBO2_HUMAN,1455940.6048434342,1271493.9659234232,-0.2913240898061677,0.07353667169809341,0.15217873543732227
sp|Q92552|RT27_HUMAN,455007.9943558912,286156.7696659108,-0.6480103103080538,0.07353667169809341,0.15217873543732227
sp|Q99627|CSN8_HUMAN,7213063.9905132875,8579461.355584906,0.21148322820187498,0.07353667169809341,0.15217873543732227
sp|Q9Y680|FKBP7_HUMAN,14024352.369827345,12540003.84841391,-0.2463803963978814,0.07353667169809341,0.15217873543732227
sp|Q8TE49|OTU7A_HUMAN,1520009.5675568725,2273926.2159426766,0.3981820887380324,0.07353667169809341,0.15217873543732227
sp|Q99536|VAT1_HUMAN,305979386.540665,371949790.016939,0.21754500807987512,0.07353667169809341,0.15217873543732227
sp|Q32MZ4|LRRF1_HUMAN,17240965.511892427,21845178.01093867,0.2453521616857534,0.07353667169809341,0.15217873543732227
sp|P16455|MGMT_HUMAN,3262064.104034211,3985526.4300149074,0.20343066238081461,0.07353667169809341,0.15217873543732227
sp|Q9UKU9|ANGL2_HUMAN,313408.8919419669,453778.1046651524,0.46638979136325037,0.07353667169809341,0.15217873543732227
sp|Q86VP3|PACS2_HUMAN,399835.79129115155,477332.36723074195,0.3046551764537962,0.07353667169809341,0.15217873543732227
sp|Q8IYT4|KATL2_HUMAN,231813475.95494834,253419953.37740782,0.1351123667604787,0.07741569727659225,0.15782409992793808
sp|Q92609|TBCD5_HUMAN,5621843.94812603,6978339.588803924,0.31148638228008924,0.07741569727659225,0.15782409992793808
sp|Q9Y4L1|HYOU1_HUMAN,101258964.83964835,88591576.27501528,-0.2242044641361002,0.07741569727659225,0.15782409992793808
sp|Q9NRN7|ADPPT_HUMAN,2663802.651615787,2216709.4414506247,-0.2806507969406463,0.07741569727659225,0.15782409992793808
sp|O60256|KPRB_HUMAN,55280315.8148671,48944885.35938002,-0.22938292492779983,0.07741569727659225,0.15782409992793808
sp|O95218|ZRAB2_HUMAN,8298373.781987667,6990726.391518402,-0.28066009070054615,0.07741569727659225,0.15782409992793808
sp|Q99598|TSNAX_HUMAN,68001440.29062672,61805526.38095312,-0.1674915982218499,0.07741569727659225,0.15782409992793808
sp|Q8TD46|MO2R1_HUMAN,348047.04668740847,480492.6259620033,0.3508309120772251,0.07741569727659225,0.15782409992793808
sp|Q5K4L6|S27A3_HUMAN,9031470.34009621,7708100.601719746,-0.24567406627400387,0.07741569727659225,0.15782409992793808
sp|Q9BV73|CP250_HUMAN,4623134.943526666,5664429.996347711,0.262249629173671,0.07741569727659225,0.15782409992793808
sp|Q9BRQ8|FSP1_HUMAN,23152346.43575296,27639924.195713576,0.17761630690797503,0.07741569727659225,0.15782409992793808
sp|Q8IVM0|CCD50_HUMAN,45901440.002306886,51700680.41864792,0.16023907426827858,0.07741569727659225,0.15782409992793808
sp|Q02338|BDH_HUMAN,2095440.316738555,1895561.8908923068,-0.20447221131025728,0.07741569727659225,0.15782409992793808
sp|Q86SZ2|TPC6B_HUMAN,9209773.310558675,13249522.65673748,0.6679162981870396,0.07741569727659225,0.15782409992793808
sp|Q9Y296|TPPC4_HUMAN,3803394.0877991705,4267479.918131457,0.1389662949072891,0.07741569727659225,0.15782409992793808
sp|P82933|RT09_HUMAN,12544508.928990325,18807070.786384325,0.34220305597121037,0.07741569727659225,0.15782409992793808
sp|O95479|G6PE_HUMAN,223650938.1798146,186469501.7352863,-0.4868508006255711,0.07741569727659225,0.15782409992793808
sp|Q9Y6N5|SQOR_HUMAN,21224962.229904197,24204735.891314324,0.14922864624018597,0.07741569727659225,0.15782409992793808
sp|O15042|SR140_HUMAN,10399031.068155095,8431651.644658813,-0.40064503743440305,0.07741569727659225,0.15782409992793808
sp|P51636|CAV2_HUMAN,2230339.5972306402,2612471.053386032,0.16724565793707505,0.07741569727659225,0.15782409992793808
sp|P09936|UCHL1_HUMAN,388299933.6431224,497701213.2180363,0.276794208098882,0.07741569727659225,0.15782409992793808
sp|Q15286|RAB35_HUMAN,113491869.92369139,123979941.1513044,0.1320394789395678,0.07741569727659225,0.15782409992793808
sp|Q6FI81|CPIN1_HUMAN,10597888.308847269,11687036.053506797,0.13632937589849678,0.07741569727659225,0.15782409992793808
sp|Q96A33|CCD47_HUMAN,19975869.69883996,24346955.75130574,0.2207046213635749,0.07741569727659225,0.15782409992793808
sp|O15027|SC16A_HUMAN,16276189.148100505,19085577.884321082,0.18626231788024997,0.07741569727659225,0.15782409992793808
sp|P02763|A1AG1_HUMAN,1024144276.0854532,1327101171.6054466,0.3813912964940926,0.07741569727659225,0.15782409992793808
sp|Q92738|US6NL_HUMAN,1098450.371124102,1901904.9761876997,0.6555716074031792,0.07741569727659225,0.15782409992793808
sp|Q96DG6|CMBL_HUMAN,77841477.0496879,69801843.50652602,-0.15851288645839637,0.07741569727659225,0.15782409992793808
sp|Q9NPQ8|RIC8A_HUMAN,940137.308135856,1446580.0111676229,0.4606346048409356,0.07741569727659225,0.15782409992793808
sp|Q13443|ADAM9_HUMAN,269484.48931496934,209114.68038630573,-0.9162849138283501,0.07741569727659225,0.15782409992793808
sp|P01833|PIGR_HUMAN,3606037.5728330314,4404907.580920367,0.254797272434428,0.07741569727659225,0.15782409992793808
sp|Q8WWM9|CYGB_HUMAN,1972602.532781802,2573451.582948331,0.2783670265764175,0.07741569727659225,0.15782409992793808
sp|Q06323|PSME1_HUMAN,21162240.07278267,28563209.83576783,0.2653640929514287,0.07741569727659225,0.15782409992793808
sp|Q9H061|T126A_HUMAN,935715.5060286209,1344775.7026480564,0.30877000216092526,0.07741569727659225,0.15782409992793808
sp|P11441|UBL4A_HUMAN,6006947.9369668765,6854389.906384498,0.24267813240426092,0.07741569727659225,0.15782409992793808
sp|Q5JS13|RGPS1_HUMAN,3209201.2928710133,4381814.927775898,0.5794761500978963,0.08145394921302795,0.1636924213874879
sp|Q9BY67|CADM1_HUMAN,381489.9983065251,560735.1046717748,0.3272548513242465,0.08145394921302795,0.1636924213874879
sp|P16520|GBB3_HUMAN,75759394.18857214,67675460.70399651,-0.1535382751074892,0.08145394921302795,0.1636924213874879
sp|Q14192|FHL2_HUMAN,26383006.713697884,24062018.770303488,-0.1528771333562609,0.08145394921302795,0.1636924213874879
sp|P54652|HSP72_HUMAN,1567748062.1540139,1712169251.391465,0.1548730053505892,0.08145394921302795,0.1636924213874879
sp|Q8TC07|TBC15_HUMAN,2079828.0191285256,5449926.072215714,1.2701708533470355,0.08145394921302795,0.1636924213874879
sp|Q00688|FKBP3_HUMAN,38793799.31771972,45896571.10635781,0.20335023328374316,0.08145394921302795,0.1636924213874879
sp|Q12907|LMAN2_HUMAN,17877937.40318985,15702347.439210031,-0.2487202646612858,0.08145394921302795,0.1636924213874879
sp|Q8TAF3|WDR48_HUMAN,204057.81168193303,417456.38459503924,0.5490033157528681,0.08145394921302795,0.1636924213874879
sp|O43676|NDUB3_HUMAN,4705465.519602929,3916882.4039683114,-0.27011523190172837,0.08145394921302795,0.1636924213874879
sp|O00115|DNS2A_HUMAN,22602331.91227383,25745564.28121216,0.14435811466950366,0.08145394921302795,0.1636924213874879
sp|O96000|NDUBA_HUMAN,3126717.0503980434,2847892.665389993,-0.37785245527721056,0.08145394921302795,0.1636924213874879
sp|O75534|CSDE1_HUMAN,56541361.91751683,45074788.14903949,-0.3290582101648282,0.08145394921302795,0.1636924213874879
sp|Q9NRS6|SNX15_HUMAN,435674.1345197171,593436.8795614428,0.22606843598253182,0.08145394921302795,0.1636924213874879
sp|P55809|SCOT1_HUMAN,454645249.9377614,561117762.4913398,0.22832031410250675,0.08145394921302795,0.1636924213874879
sp|Q13033|STRN3_HUMAN,37964581.108979404,41090693.099556245,0.10408207652858234,0.08145394921302795,0.1636924213874879
sp|Q8N6C5|IGSF1_HUMAN,2665133.3480959837,3575022.093782567,0.31638808097147514,0.08145394921302795,0.1636924213874879
sp|P07902|GALT_HUMAN,45499352.11804757,44385723.26398567,-0.12163431032757518,0.08145394921302795,0.1636924213874879
sp|Q9BWD1|THIC_HUMAN,70506643.92215005,78081699.34831968,0.1518871278520709,0.08145394921302795,0.1636924213874879
sp|P46063|RECQ1_HUMAN,6370672.962124204,5660864.510340077,-0.22840394231781794,0.08145394921302795,0.1636924213874879
sp|Q9UHL4|DPP2_HUMAN,85578973.53695193,105919565.85383289,0.1602467262928608,0.08145394921302795,0.1636924213874879
sp|Q53FA7|QORX_HUMAN,32017003.289848734,25678252.736773137,-0.36109600364933886,0.08145394921302795,0.1636924213874879
sp|Q9BRG1|VPS25_HUMAN,937279.6308952409,1244390.7512951305,0.257221727482711,0.08145394921302795,0.1636924213874879
sp|Q9H6V9|LDAH_HUMAN,741070.3234125687,958638.8096114837,0.12409031151035331,0.08145394921302795,0.1636924213874879
sp|P19532|TFE3_HUMAN,315228.7631475684,608259.6790639656,2.295923229502079,0.08145394921302795,0.1636924213874879
sp|P19652|A1AG2_HUMAN,1106714500.2187245,1475577587.2130342,0.3968860037590642,0.08145394921302795,0.1636924213874879
sp|Q9NZD4|AHSP_HUMAN,22058784.097080808,38701001.34525781,0.6265585382589466,0.08145394921302795,0.1636924213874879
sp|O00763|ACACB_HUMAN,7694328.790449528,6898962.223319827,-0.24566383559634325,0.08145394921302795,0.1636924213874879
sp|Q9H8M7|MINY3_HUMAN,5360231.517651682,6791516.5121992,0.3059564173205715,0.08145394921302795,0.1636924213874879
sp|Q7Z2W4|ZCCHV_HUMAN,122968509.07748544,109198626.43166469,-0.20221299396754983,0.08145394921302795,0.1636924213874879
sp|P35613|BASI_HUMAN,77878303.70906894,86480768.24316859,0.17733659406395016,0.08145394921302795,0.1636924213874879
sp|P21695|GPDA_HUMAN,7057480891.762671,8644281966.756859,0.30519272708340317,0.08145394921302795,0.1636924213874879
sp|O14908|GIPC1_HUMAN,4864804.1366531,6778369.798780173,0.21997289361873204,0.08145394921302795,0.1636924213874879
sp|Q9HCL2|GPAT1_HUMAN,19904020.761119466,17490229.865871765,-0.23981730166461063,0.08145394921302795,0.1636924213874879
sp|O15514|RPB4_HUMAN,1054984.0736071488,1317361.0782568872,0.33726164649874985,0.08565542846918106,0.16957937344207918
sp|Q01995|TAGL_HUMAN,1323151904.5015285,910007099.7031133,-0.38331139963618227,0.08565542846918106,0.16957937344207918
sp|Q86VE3|SATL1_HUMAN,60446618.17416054,70502913.0623643,0.24414220524857186,0.08565542846918106,0.16957937344207918
sp|P29966|MARCS_HUMAN,24038237.26703849,28309004.234120674,0.17062646964466782,0.08565542846918106,0.16957937344207918
sp|Q93045|STMN2_HUMAN,49539195.06172441,66092916.05988588,0.3052995439511105,0.08565542846918106,0.16957937344207918
sp|P08519|APOA_HUMAN,15276053.711821483,22036699.000623234,0.28519906451418897,0.08565542846918106,0.16957937344207918
sp|O60237|MYPT2_HUMAN,28579278.130566187,24838645.55874354,-0.2475154181185681,0.08565542846918106,0.16957937344207918
sp|O00602|FCN1_HUMAN,895294.1380875363,1467128.4635754917,0.48392144728362496,0.08565542846918106,0.16957937344207918
sp|Q4G176|ACSF3_HUMAN,7562749.55886842,8947946.456406025,0.24265888150058249,0.08565542846918106,0.16957937344207918
sp|A6NC98|CC88B_HUMAN,6013862.611104039,10721519.034608552,0.6110144606077716,0.08565542846918106,0.16957937344207918
sp|P22102|PUR2_HUMAN,140694341.656511,115561333.12527958,-0.3870458843048073,0.08565542846918106,0.16957937344207918
sp|P49913|CAMP_HUMAN,2834244.482720346,23543363.30050626,1.133741020793893,0.08565542846918106,0.16957937344207918
sp|O94811|TPPP_HUMAN,37090487.21990754,28283520.091227446,-0.3865669755867071,0.08565542846918106,0.16957937344207918
sp|O14498|ISLR_HUMAN,14947781.470837021,12961884.855452249,-0.32133571041770753,0.08565542846918106,0.16957937344207918
sp|Q8N436|CPXM2_HUMAN,868063.8158210199,667906.6573370816,-0.3170820534644143,0.08565542846918106,0.16957937344207918
sp|Q99807|COQ7_HUMAN,769768.432436017,988879.9111149687,0.33199604237578934,0.08565542846918106,0.16957937344207918
sp|Q9Y365|STA10_HUMAN,3008592.298482177,5184222.284468256,0.45698488146943866,0.08565542846918106,0.16957937344207918
sp|Q96H20|SNF8_HUMAN,3137117.2407682617,4166991.822112904,0.23541397578023598,0.08565542846918106,0.16957937344207918
sp|P11766|ADHX_HUMAN,971864961.521542,1364309171.163365,0.2270117950516893,0.08565542846918106,0.16957937344207918
sp|P11678|PERE_HUMAN,17355097.38378336,21375076.444913544,-0.24053722842812864,0.08565542846918106,0.16957937344207918
sp|Q5T011|SZT2_HUMAN,8615415.258670153,7605893.455833959,-0.40175359865519283,0.08565542846918106,0.16957937344207918
sp|Q9GZT3|SLIRP_HUMAN,1452216.4551733641,1262924.0309561156,-0.2569462306439394,0.08565542846918106,0.16957937344207918
sp|Q9NTJ5|SAC1_HUMAN,20392460.62283347,17745794.33286374,-0.3131966027350786,0.08565542846918106,0.16957937344207918
sp|Q00013|EM55_HUMAN,13058282.983809633,21422504.19777947,0.4234723076515217,0.08565542846918106,0.16957937344207918
sp|P10415|BCL2_HUMAN,538432.9312038202,588801.7885628702,0.24548930430961033,0.08565542846918106,0.16957937344207918
sp|Q9H7M9|VISTA_HUMAN,781220.9938393089,1006165.1278661106,0.2804553479497073,0.08565542846918106,0.16957937344207918
sp|P22694|KAPCB_HUMAN,40566593.07958968,35290909.51580832,-0.30622623558845025,0.08565542846918106,0.16957937344207918
sp|Q09028|RBBP4_HUMAN,30673918.702594314,26598532.895696845,-0.2803849882169607,0.08565542846918106,0.16957937344207918
sp|Q9Y4E1|WAC2C_HUMAN,18046310.030156214,20581201.180859983,0.1743476318312714,0.08565542846918106,0.16957937344207918
sp|O43516|WIPF1_HUMAN,12439675.630869046,19085699.96481588,0.3609791966673396,0.08565542846918106,0.16957937344207918
sp|Q8IXM3|RM41_HUMAN,4380822.76017456,3618059.6053689425,-0.3640249996992678,0.08565542846918106,0.16957937344207918
sp|P61970|NTF2_HUMAN,196721651.8808947,174941979.57691407,-0.24706573804423954,0.08565542846918106,0.16957937344207918
sp|Q0VDG4|SCRN3_HUMAN,27451236.179851588,33380472.052667953,0.18592326293422157,0.08565542846918106,0.16957937344207918
sp|P18084|ITB5_HUMAN,8632672.24926492,11050413.318667447,0.27407415244948563,0.08565542846918106,0.16957937344207918
sp|Q9UEE9|CFDP1_HUMAN,2625400.6014931574,2149891.0540446034,-0.3622563778363679,0.08565542846918106,0.16957937344207918
sp|P16118|F261_HUMAN,5274490.557141696,6124197.927521432,0.247029665011014,0.08565542846918106,0.16957937344207918
sp|Q30154|DRB5_HUMAN,10946978.702551903,14653844.510026174,0.2152848662158033,0.09002415090799332,0.17619327088395592
sp|Q86V21|AACS_HUMAN,15580144.27825688,19831467.6948567,0.19100646163554305,0.09002415090799332,0.17619327088395592
sp|O14617|AP3D1_HUMAN,21668906.53582726,19073833.18402079,-0.20620853323106786,0.09002415090799332,0.17619327088395592
sp|Q01082|SPTB2_HUMAN,412682585.33274764,456746807.01124465,0.13797255736093184,0.09002415090799332,0.17619327088395592
sp|Q15149|PLEC_HUMAN,388104694.8529414,437091301.4430556,0.15791397005787858,0.09002415090799332,0.17619327088395592
sp|Q9BT92|TCHP_HUMAN,3564729.1170036574,5156232.8464218285,0.4700369637116212,0.09002415090799332,0.17619327088395592
sp|Q05469|LIPS_HUMAN,293394077.28619534,355133463.3137155,0.19528590899907133,0.09002415090799332,0.17619327088395592
sp|O15031|PLXB2_HUMAN,48310921.4532988,41620536.50058388,-0.25336933272938617,0.09002415090799332,0.17619327088395592
sp|P07858|CATB_HUMAN,278640921.4951978,373907488.2030186,0.22152078110332127,0.09002415090799332,0.17619327088395592
sp|Q9Y5Y2|NUBP2_HUMAN,26977787.590784978,26530766.405079376,-0.21423370703626773,0.09002415090799332,0.17619327088395592
sp|Q9UBE0|SAE1_HUMAN,39096788.645190135,34964857.183081485,-0.20871874044538533,0.09002415090799332,0.17619327088395592
